property_id,municipality,state,culture,area_ha,obs_date,ndvi_mean,ndvi_std,evi_mean,cloud_cover_pct,satellite
PR-0050,Londrina,PR,milho,2906.0,2023-01-31,0.828,0.081,0.692,18.0,Sentinel-2
PR-0050,Londrina,PR,milho,2906.0,2023-03-02,0.683,0.054,0.567,0.1,Sentinel-2
PR-0050,Londrina,PR,milho,2906.0,2023-04-01,0.517,0.071,0.445,4.9,Sentinel-2
PR-0050,Londrina,PR,milho,2906.0,2023-05-01,0.727,0.059,0.676,17.1,Sentinel-2
PR-0050,Londrina,PR,milho,2906.0,2023-05-31,0.593,0.047,0.554,16.7,Sentinel-2
PR-0050,Londrina,PR,milho,2906.0,2023-06-30,0.694,0.07,0.63,8.4,Sentinel-2
PR-0050,Londrina,PR,milho,2906.0,2023-07-30,0.688,0.087,0.607,10.4,Sentinel-2
PR-0050,Londrina,PR,milho,2906.0,2023-08-29,0.604,0.039,0.533,1.9,Sentinel-2
PR-0050,Londrina,PR,milho,2906.0,2023-09-28,0.709,0.084,0.63,5.9,Sentinel-2
PR-0050,Londrina,PR,milho,2906.0,2023-10-28,0.666,0.061,0.573,15.7,Sentinel-2
PR-0050,Londrina,PR,milho,2906.0,2023-11-27,0.731,0.052,0.614,2.1,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-01-01,0.76,0.053,0.666,1.1,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-01-31,0.555,0.071,0.482,6.0,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-03-02,0.865,0.062,0.723,7.9,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-04-01,0.779,0.072,0.694,9.3,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-05-01,0.667,0.053,0.607,7.1,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-05-31,0.739,0.022,0.677,3.0,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-06-30,0.691,0.072,0.623,7.3,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-07-30,0.704,0.033,0.591,9.4,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-08-29,0.725,0.036,0.623,5.7,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-09-28,0.834,0.06,0.709,0.4,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-10-28,0.919,0.03,0.79,5.5,Sentinel-2
PR-0051,Toledo,PR,soja,354.4,2023-11-27,0.722,0.04,0.614,30.4,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-01-01,0.278,0.072,0.253,35.0,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-01-31,0.51,0.084,0.455,0.1,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-03-02,0.453,0.104,0.413,2.7,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-04-01,0.365,0.052,0.284,4.4,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-05-01,0.191,0.076,0.155,0.7,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-05-31,0.305,0.1,0.287,29.3,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-06-30,0.375,0.075,0.297,8.4,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-07-30,0.224,0.049,0.181,4.6,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-08-29,0.398,0.056,0.348,1.0,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-09-28,0.65,0.055,0.561,8.8,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-10-28,0.363,0.05,0.326,0.1,Sentinel-2
PR-0052,Campo Mourão,PR,trigo,439.3,2023-11-27,0.405,0.042,0.353,5.8,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-01-01,0.674,0.05,0.601,4.5,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-01-31,0.616,0.045,0.534,29.5,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-03-02,0.582,0.043,0.5,15.7,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-04-01,0.677,0.066,0.599,11.9,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-05-01,0.741,0.042,0.67,0.0,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-05-31,0.731,0.062,0.633,0.4,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-06-30,0.423,0.094,0.39,0.3,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-07-30,0.875,0.07,0.731,8.5,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-08-29,0.614,0.075,0.55,14.0,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-09-28,0.627,0.051,0.541,9.0,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-10-28,0.761,0.065,0.656,4.1,Sentinel-2
PR-0053,Umuarama,PR,milho,1147.0,2023-11-27,0.676,0.089,0.56,11.9,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-01-01,0.574,0.061,0.483,7.8,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-01-31,0.463,0.034,0.409,5.4,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-03-02,0.51,0.047,0.471,2.2,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-04-01,0.391,0.081,0.341,2.1,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-05-01,0.3,0.091,0.296,0.0,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-05-31,0.232,0.039,0.169,10.4,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-06-30,0.527,0.075,0.461,0.5,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-07-30,0.548,0.092,0.476,0.8,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-08-29,0.627,0.04,0.514,3.7,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-09-28,0.479,0.068,0.415,0.8,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-10-28,0.636,0.088,0.577,4.6,Sentinel-2
PR-0054,Umuarama,PR,trigo,304.8,2023-11-27,0.565,0.074,0.488,2.4,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-01-01,0.72,0.074,0.639,12.1,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-01-31,0.777,0.05,0.67,1.4,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-03-02,0.66,0.064,0.524,1.9,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-04-01,0.698,0.054,0.622,1.0,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-05-01,0.745,0.085,0.663,0.3,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-05-31,0.547,0.069,0.46,0.8,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-06-30,0.671,0.079,0.554,2.4,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-07-30,0.659,0.065,0.573,4.1,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-08-29,0.527,0.07,0.459,13.0,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-09-28,0.85,0.062,0.742,14.2,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-10-28,0.797,0.059,0.702,8.0,Sentinel-2
PR-0055,Campo Mourão,PR,cana-de-açúcar,2117.1,2023-11-27,0.672,0.044,0.564,2.4,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-01-01,0.809,0.048,0.733,14.1,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-01-31,0.877,0.057,0.768,4.9,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-03-02,0.784,0.083,0.691,0.2,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-04-01,0.63,0.055,0.537,1.9,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-05-01,0.671,0.075,0.588,7.7,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-05-31,0.622,0.06,0.558,4.2,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-06-30,0.606,0.058,0.525,1.8,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-07-30,0.693,0.078,0.587,8.0,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-08-29,0.697,0.026,0.641,3.6,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-09-28,0.708,0.038,0.61,19.5,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-10-28,0.621,0.06,0.548,2.0,Sentinel-2
PR-0056,Toledo,PR,soja,2991.6,2023-11-27,0.799,0.088,0.674,0.5,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-01-01,0.701,0.06,0.634,2.5,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-01-31,0.462,0.078,0.361,0.5,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-03-02,0.441,0.06,0.404,3.5,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-04-01,0.159,0.081,0.106,1.5,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-05-01,0.073,0.04,0.049,0.2,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-05-31,0.05,0.045,0.02,6.6,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-06-30,0.193,0.055,0.209,5.4,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-07-30,0.25,0.052,0.239,0.8,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-08-29,0.28,0.074,0.243,20.0,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-09-28,0.349,0.063,0.314,10.1,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-10-28,0.569,0.041,0.493,7.1,Sentinel-2
PR-0057,Maringá,PR,algodão,1104.4,2023-11-27,0.374,0.09,0.309,15.0,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-01-01,0.492,0.051,0.404,10.5,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-01-31,0.815,0.034,0.72,5.3,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-03-02,0.506,0.089,0.401,7.6,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-04-01,0.49,0.042,0.45,13.5,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-05-01,0.373,0.083,0.321,0.0,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-05-31,0.55,0.052,0.454,15.2,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-06-30,0.507,0.034,0.448,13.2,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-07-30,0.57,0.038,0.477,0.9,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-08-29,0.4,0.06,0.365,3.1,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-09-28,0.613,0.026,0.495,13.8,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-10-28,0.492,0.032,0.427,1.9,Sentinel-2
PR-0058,Campo Mourão,PR,soja,1152.1,2023-11-27,0.583,0.054,0.49,12.4,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-01-01,0.774,0.052,0.654,6.3,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-01-31,0.574,0.078,0.513,16.0,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-03-02,0.481,0.035,0.423,15.0,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-04-01,0.603,0.055,0.542,24.2,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-05-01,0.545,0.065,0.451,6.3,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-05-31,0.604,0.067,0.521,7.2,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-06-30,0.403,0.045,0.398,1.4,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-07-30,0.536,0.069,0.459,0.9,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-08-29,0.508,0.072,0.431,10.5,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-09-28,0.419,0.058,0.38,2.2,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-10-28,0.694,0.068,0.61,3.6,Sentinel-2
PR-0059,Cascavel,PR,soja,1188.5,2023-11-27,0.521,0.045,0.461,8.7,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-01-01,0.784,0.087,0.705,1.0,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-01-31,0.735,0.065,0.618,18.0,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-03-02,0.738,0.089,0.627,3.8,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-04-01,0.806,0.062,0.707,4.6,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-05-01,0.656,0.098,0.56,9.5,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-05-31,0.65,0.084,0.582,13.2,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-06-30,0.54,0.077,0.471,3.9,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-07-30,0.702,0.01,0.603,9.3,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-08-29,0.778,0.05,0.678,4.0,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-09-28,0.826,0.063,0.714,6.8,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-10-28,0.633,0.057,0.562,23.8,Sentinel-2
PR-0060,Guarapuava,PR,cana-de-açúcar,639.0,2023-11-27,0.745,0.014,0.663,1.5,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-01-01,0.69,0.074,0.612,1.3,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-01-31,0.743,0.045,0.637,10.4,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-03-02,0.548,0.052,0.453,15.5,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-04-01,0.477,0.016,0.41,0.1,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-05-01,0.401,0.035,0.351,1.3,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-05-31,0.393,0.036,0.331,26.8,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-06-30,0.496,0.066,0.438,16.2,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-07-30,0.243,0.09,0.183,2.5,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-08-29,0.362,0.038,0.303,4.1,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-09-28,0.542,0.038,0.451,4.1,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-10-28,0.334,0.085,0.289,5.2,Sentinel-2
PR-0061,Palotina,PR,milho,422.2,2023-11-27,0.494,0.058,0.449,3.3,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-01-01,0.605,0.036,0.541,2.9,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-01-31,0.486,0.059,0.389,3.1,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-03-02,0.48,0.033,0.436,19.6,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-04-01,0.563,0.041,0.503,5.8,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-05-01,0.394,0.065,0.344,9.9,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-05-31,0.381,0.031,0.351,5.9,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-06-30,0.358,0.055,0.321,0.5,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-07-30,0.368,0.066,0.321,3.6,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-08-29,0.453,0.078,0.375,20.5,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-09-28,0.525,0.054,0.443,5.4,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-10-28,0.236,0.077,0.181,3.4,Sentinel-2
PR-0062,Umuarama,PR,trigo,877.0,2023-11-27,0.522,0.068,0.441,14.2,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-01-01,0.725,0.082,0.669,8.3,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-01-31,0.603,0.053,0.51,4.2,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-03-02,0.84,0.064,0.731,19.4,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-04-01,0.635,0.044,0.531,0.1,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-05-01,0.567,0.096,0.475,8.2,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-05-31,0.84,0.043,0.74,3.4,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-06-30,0.568,0.082,0.478,4.0,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-07-30,0.386,0.079,0.35,8.7,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-08-29,0.629,0.044,0.531,2.8,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-09-28,0.53,0.066,0.465,35.6,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-10-28,0.511,0.029,0.443,17.8,Sentinel-2
PR-0063,Toledo,PR,trigo,131.0,2023-11-27,0.823,0.057,0.727,11.6,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-01-01,0.512,0.031,0.407,2.4,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-01-31,0.228,0.043,0.208,0.3,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-03-02,0.556,0.035,0.495,2.0,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-04-01,0.795,0.026,0.684,19.0,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-05-01,0.447,0.039,0.411,16.7,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-05-31,0.314,0.064,0.282,1.1,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-06-30,0.507,0.096,0.442,9.1,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-07-30,0.438,0.056,0.388,3.5,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-08-29,0.516,0.043,0.453,2.4,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-09-28,0.487,0.049,0.461,5.1,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-10-28,0.715,0.04,0.629,17.6,Sentinel-2
PR-0064,Cascavel,PR,algodão,1242.1,2023-11-27,0.583,0.02,0.507,3.8,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-01-01,0.789,0.07,0.665,19.0,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-01-31,0.813,0.043,0.712,10.1,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-03-02,0.769,0.037,0.66,8.1,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-04-01,0.709,0.076,0.617,11.5,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-05-01,0.745,0.09,0.614,0.7,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-05-31,0.68,0.039,0.573,4.1,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-06-30,0.756,0.056,0.671,3.7,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-07-30,0.684,0.078,0.597,14.3,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-08-29,0.719,0.088,0.615,9.5,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-09-28,0.701,0.054,0.619,3.9,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-10-28,0.704,0.054,0.62,2.7,Sentinel-2
PR-0065,Umuarama,PR,cana-de-açúcar,209.5,2023-11-27,0.682,0.056,0.567,3.3,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-01-01,0.455,0.07,0.438,4.1,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-01-31,0.421,0.064,0.398,1.1,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-03-02,0.485,0.033,0.432,8.4,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-04-01,0.592,0.1,0.524,2.4,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-05-01,0.386,0.059,0.365,8.5,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-05-31,0.415,0.09,0.364,4.3,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-06-30,0.319,0.077,0.266,9.5,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-07-30,0.43,0.048,0.362,8.7,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-08-29,0.374,0.046,0.317,14.2,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-09-28,0.463,0.085,0.422,1.0,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-10-28,0.539,0.066,0.473,2.4,Sentinel-2
PR-0066,Marechal Cândido Rondon,PR,trigo,2988.6,2023-11-27,0.57,0.047,0.494,9.7,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-01-01,0.685,0.044,0.581,0.1,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-01-31,0.541,0.068,0.475,6.8,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-03-02,0.237,0.062,0.208,10.3,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-04-01,0.483,0.084,0.404,4.9,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-05-01,0.543,0.058,0.507,16.6,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-05-31,0.518,0.071,0.436,9.0,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-06-30,0.397,0.064,0.37,0.1,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-07-30,0.247,0.079,0.237,3.2,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-08-29,0.686,0.029,0.593,3.7,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-09-28,0.724,0.055,0.638,4.1,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-10-28,0.31,0.07,0.262,4.4,Sentinel-2
PR-0067,Umuarama,PR,milho,166.2,2023-11-27,0.403,0.069,0.342,1.1,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-01-01,0.275,0.063,0.214,12.1,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-01-31,0.492,0.03,0.403,17.0,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-03-02,0.394,0.018,0.32,17.5,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-04-01,0.445,0.053,0.39,8.5,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-05-01,0.591,0.063,0.481,10.3,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-05-31,0.319,0.068,0.327,16.5,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-06-30,0.168,0.056,0.131,10.4,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-07-30,0.264,0.031,0.233,8.2,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-08-29,0.484,0.09,0.442,0.1,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-09-28,0.326,0.082,0.274,5.1,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-10-28,0.358,0.06,0.311,3.2,Sentinel-2
PR-0068,Cascavel,PR,milho,356.0,2023-11-27,0.324,0.056,0.306,6.4,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-01-01,0.594,0.069,0.479,4.7,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-01-31,0.807,0.077,0.718,8.5,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-03-02,0.824,0.072,0.717,0.8,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-04-01,0.749,0.038,0.635,2.9,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-05-01,0.609,0.059,0.506,3.6,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-05-31,0.476,0.073,0.419,4.8,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-06-30,0.554,0.05,0.453,10.1,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-07-30,0.692,0.085,0.624,2.0,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-08-29,0.578,0.092,0.519,5.9,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-09-28,0.733,0.058,0.632,1.4,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-10-28,0.841,0.085,0.73,7.6,Sentinel-2
PR-0069,Londrina,PR,cana-de-açúcar,2460.5,2023-11-27,0.708,0.078,0.658,4.0,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-01-01,0.682,0.054,0.573,1.1,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-01-31,0.547,0.077,0.462,7.1,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-03-02,0.371,0.059,0.355,6.4,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-04-01,0.685,0.036,0.607,20.7,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-05-01,0.651,0.017,0.562,13.5,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-05-31,0.531,0.083,0.48,7.5,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-06-30,0.492,0.097,0.404,9.4,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-07-30,0.68,0.06,0.612,3.4,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-08-29,0.541,0.095,0.488,17.4,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-09-28,0.804,0.022,0.697,6.3,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-10-28,0.603,0.09,0.512,1.9,Sentinel-2
PR-0070,Maringá,PR,milho,2164.5,2023-11-27,0.652,0.053,0.538,20.3,Sentinel-2
